C:\Users\Lenovo\.conda\envs\d2l_env\python.exe E:\python\大模型应用开发\实验二\nanoGPT-master\train2.py 
初始化 GPU 模型 | 配置：n_layer=6, n_head=8, n_embd=256
number of parameters: 17.60M
num decayed parameter tensors: 26, with 17,629,184 parameters
num non-decayed parameter tensors: 13, with 3,328 parameters
using fused AdamW: True

开始 GPU 训练 | 数据集：tianlong | 总迭代数：5000 | 批次大小：16
【训练】迭代 4391 | 训练损失：2.1061 | 耗时：37.57ms | GPU 利用率：1.91%
【训练】迭代 4392 | 训练损失：2.0778 | 耗时：35.45ms | GPU 利用率：1.92%
【训练】迭代 4393 | 训练损失：2.2332 | 耗时：36.00ms | GPU 利用率：1.93%
【训练】迭代 4394 | 训练损失：2.1648 | 耗时：38.74ms | GPU 利用率：1.92%
【训练】迭代 4395 | 训练损失：2.1509 | 耗时：36.79ms | GPU 利用率：1.92%
【训练】迭代 4396 | 训练损失：2.0310 | 耗时：36.71ms | GPU 利用率：1.92%
【训练】迭代 4397 | 训练损失：2.2758 | 耗时：36.81ms | GPU 利用率：1.92%
【训练】迭代 4398 | 训练损失：2.1243 | 耗时：36.95ms | GPU 利用率：1.92%
【训练】迭代 4399 | 训练损失：2.1348 | 耗时：37.26ms | GPU 利用率：1.92%
【训练】迭代 4400 | 训练损失：2.0729 | 耗时：37.94ms | GPU 利用率：1.91%
【训练】迭代 4401 | 训练损失：2.2277 | 耗时：36.16ms | GPU 利用率：1.92%
【训练】迭代 4402 | 训练损失：2.1666 | 耗时：36.46ms | GPU 利用率：1.92%
【训练】迭代 4403 | 训练损失：2.2058 | 耗时：38.15ms | GPU 利用率：1.91%
【训练】迭代 4404 | 训练损失：2.2166 | 耗时：36.50ms | GPU 利用率：1.92%
【训练】迭代 4405 | 训练损失：2.1859 | 耗时：36.22ms | GPU 利用率：1.92%
【训练】迭代 4406 | 训练损失：2.1555 | 耗时：38.56ms | GPU 利用率：1.91%
【训练】迭代 4407 | 训练损失：2.1541 | 耗时：36.69ms | GPU 利用率：1.91%
【训练】迭代 4408 | 训练损失：2.2694 | 耗时：36.65ms | GPU 利用率：1.92%
【训练】迭代 4409 | 训练损失：2.1842 | 耗时：36.95ms | GPU 利用率：1.92%
【训练】迭代 4410 | 训练损失：2.1420 | 耗时：36.31ms | GPU 利用率：1.92%
【训练】迭代 4411 | 训练损失：2.0815 | 耗时：36.32ms | GPU 利用率：1.92%
【训练】迭代 4412 | 训练损失：2.1570 | 耗时：38.23ms | GPU 利用率：1.92%
【训练】迭代 4413 | 训练损失：2.0983 | 耗时：36.76ms | GPU 利用率：1.92%
【训练】迭代 4414 | 训练损失：2.0421 | 耗时：36.13ms | GPU 利用率：1.92%
【训练】迭代 4415 | 训练损失：2.1322 | 耗时：36.32ms | GPU 利用率：1.92%
【训练】迭代 4416 | 训练损失：2.0743 | 耗时：35.70ms | GPU 利用率：1.93%
【训练】迭代 4417 | 训练损失：2.0812 | 耗时：37.64ms | GPU 利用率：1.93%
【训练】迭代 4418 | 训练损失：2.1301 | 耗时：37.61ms | GPU 利用率：1.92%
【训练】迭代 4419 | 训练损失：1.9900 | 耗时：35.97ms | GPU 利用率：1.93%
【训练】迭代 4420 | 训练损失：2.1256 | 耗时：36.56ms | GPU 利用率：1.93%
【训练】迭代 4421 | 训练损失：2.1606 | 耗时：36.97ms | GPU 利用率：1.93%
【训练】迭代 4422 | 训练损失：2.2063 | 耗时：38.37ms | GPU 利用率：1.92%
【训练】迭代 4423 | 训练损失：2.0911 | 耗时：34.93ms | GPU 利用率：1.93%
【训练】迭代 4424 | 训练损失：2.1602 | 耗时：37.99ms | GPU 利用率：1.92%
【训练】迭代 4425 | 训练损失：2.0395 | 耗时：37.03ms | GPU 利用率：1.92%
【训练】迭代 4426 | 训练损失：2.2875 | 耗时：36.80ms | GPU 利用率：1.92%
【训练】迭代 4427 | 训练损失：1.9347 | 耗时：36.67ms | GPU 利用率：1.92%
【训练】迭代 4428 | 训练损失：2.0384 | 耗时：37.88ms | GPU 利用率：1.92%
【训练】迭代 4429 | 训练损失：2.1025 | 耗时：35.06ms | GPU 利用率：1.93%
【训练】迭代 4430 | 训练损失：2.0505 | 耗时：39.57ms | GPU 利用率：1.91%
【训练】迭代 4431 | 训练损失：2.1208 | 耗时：35.88ms | GPU 利用率：1.92%
【训练】迭代 4432 | 训练损失：2.1144 | 耗时：35.54ms | GPU 利用率：1.93%
【训练】迭代 4433 | 训练损失：2.0079 | 耗时：37.03ms | GPU 利用率：1.93%
【训练】迭代 4434 | 训练损失：2.0813 | 耗时：37.04ms | GPU 利用率：1.93%
【训练】迭代 4435 | 训练损失：2.0755 | 耗时：36.23ms | GPU 利用率：1.93%
【训练】迭代 4436 | 训练损失：2.1273 | 耗时：37.13ms | GPU 利用率：1.93%
【训练】迭代 4437 | 训练损失：1.9342 | 耗时：36.85ms | GPU 利用率：1.93%
【训练】迭代 4438 | 训练损失：2.0759 | 耗时：36.28ms | GPU 利用率：1.93%
【训练】迭代 4439 | 训练损失：1.9836 | 耗时：37.20ms | GPU 利用率：1.93%
【训练】迭代 4440 | 训练损失：2.1395 | 耗时：37.19ms | GPU 利用率：1.92%
【训练】迭代 4441 | 训练损失：2.0923 | 耗时：35.87ms | GPU 利用率：1.93%
【训练】迭代 4442 | 训练损失：1.9153 | 耗时：39.33ms | GPU 利用率：1.92%
【训练】迭代 4443 | 训练损失：2.0277 | 耗时：35.91ms | GPU 利用率：1.92%
【训练】迭代 4444 | 训练损失：2.0917 | 耗时：37.50ms | GPU 利用率：1.92%
【训练】迭代 4445 | 训练损失：2.0731 | 耗时：37.00ms | GPU 利用率：1.92%
【训练】迭代 4446 | 训练损失：2.1249 | 耗时：36.27ms | GPU 利用率：1.92%
【训练】迭代 4447 | 训练损失：2.0538 | 耗时：37.08ms | GPU 利用率：1.92%
【训练】迭代 4448 | 训练损失：2.0683 | 耗时：37.39ms | GPU 利用率：1.92%
【训练】迭代 4449 | 训练损失：2.0704 | 耗时：37.84ms | GPU 利用率：1.91%
【训练】迭代 4450 | 训练损失：2.2069 | 耗时：37.30ms | GPU 利用率：1.91%
【训练】迭代 4451 | 训练损失：2.0644 | 耗时：35.44ms | GPU 利用率：1.92%
【训练】迭代 4452 | 训练损失：2.1214 | 耗时：38.72ms | GPU 利用率：1.91%
【训练】迭代 4453 | 训练损失：2.1241 | 耗时：35.95ms | GPU 利用率：1.92%
【训练】迭代 4454 | 训练损失：2.0554 | 耗时：36.76ms | GPU 利用率：1.92%
【训练】迭代 4455 | 训练损失：1.9900 | 耗时：38.30ms | GPU 利用率：1.91%
【训练】迭代 4456 | 训练损失：2.0618 | 耗时：36.66ms | GPU 利用率：1.91%
【训练】迭代 4457 | 训练损失：2.0644 | 耗时：36.26ms | GPU 利用率：1.92%
【训练】迭代 4458 | 训练损失：2.0157 | 耗时：37.42ms | GPU 利用率：1.92%
【训练】迭代 4459 | 训练损失：2.2749 | 耗时：36.83ms | GPU 利用率：1.92%
【训练】迭代 4460 | 训练损失：2.1157 | 耗时：38.01ms | GPU 利用率：1.91%
【训练】迭代 4461 | 训练损失：2.2658 | 耗时：36.57ms | GPU 利用率：1.91%
【训练】迭代 4462 | 训练损失：2.0943 | 耗时：36.05ms | GPU 利用率：1.92%
【训练】迭代 4463 | 训练损失：2.1252 | 耗时：38.90ms | GPU 利用率：1.91%
【训练】迭代 4464 | 训练损失：2.0170 | 耗时：36.55ms | GPU 利用率：1.91%
【训练】迭代 4465 | 训练损失：2.1361 | 耗时：35.83ms | GPU 利用率：1.92%
【训练】迭代 4466 | 训练损失：2.1652 | 耗时：38.73ms | GPU 利用率：1.91%
【训练】迭代 4467 | 训练损失：2.0971 | 耗时：35.28ms | GPU 利用率：1.92%
【训练】迭代 4468 | 训练损失：2.0277 | 耗时：36.74ms | GPU 利用率：1.92%
【训练】迭代 4469 | 训练损失：2.0765 | 耗时：37.13ms | GPU 利用率：1.92%
【训练】迭代 4470 | 训练损失：2.2041 | 耗时：36.64ms | GPU 利用率：1.92%
【训练】迭代 4471 | 训练损失：2.0923 | 耗时：37.95ms | GPU 利用率：1.92%
【训练】迭代 4472 | 训练损失：2.0276 | 耗时：38.03ms | GPU 利用率：1.91%
【训练】迭代 4473 | 训练损失：2.0133 | 耗时：36.60ms | GPU 利用率：1.91%
【训练】迭代 4474 | 训练损失：2.0091 | 耗时：37.23ms | GPU 利用率：1.91%
【训练】迭代 4475 | 训练损失：2.0175 | 耗时：36.00ms | GPU 利用率：1.92%
【训练】迭代 4476 | 训练损失：2.0897 | 耗时：36.73ms | GPU 利用率：1.92%
【训练】迭代 4477 | 训练损失：2.2125 | 耗时：38.42ms | GPU 利用率：1.91%
【训练】迭代 4478 | 训练损失：2.0796 | 耗时：36.11ms | GPU 利用率：1.92%
【训练】迭代 4479 | 训练损失：2.0716 | 耗时：38.24ms | GPU 利用率：1.91%
【训练】迭代 4480 | 训练损失：2.1264 | 耗时：35.73ms | GPU 利用率：1.92%
【训练】迭代 4481 | 训练损失：2.0752 | 耗时：36.18ms | GPU 利用率：1.92%
【训练】迭代 4482 | 训练损失：2.0501 | 耗时：38.06ms | GPU 利用率：1.92%
【训练】迭代 4483 | 训练损失：1.9317 | 耗时：36.07ms | GPU 利用率：1.92%
【训练】迭代 4484 | 训练损失：2.0952 | 耗时：40.00ms | GPU 利用率：1.91%
【训练】迭代 4485 | 训练损失：2.1322 | 耗时：38.05ms | GPU 利用率：1.90%
【训练】迭代 4486 | 训练损失：2.1172 | 耗时：35.41ms | GPU 利用率：1.91%
【训练】迭代 4487 | 训练损失：2.0697 | 耗时：36.67ms | GPU 利用率：1.91%
【训练】迭代 4488 | 训练损失：2.0474 | 耗时：37.47ms | GPU 利用率：1.91%
【训练】迭代 4489 | 训练损失：2.0483 | 耗时：36.24ms | GPU 利用率：1.92%
【训练】迭代 4490 | 训练损失：2.1526 | 耗时：38.91ms | GPU 利用率：1.91%
【训练】迭代 4491 | 训练损失：2.1411 | 耗时：35.37ms | GPU 利用率：1.92%
【训练】迭代 4492 | 训练损失：2.1026 | 耗时：36.94ms | GPU 利用率：1.92%
【训练】迭代 4493 | 训练损失：2.1382 | 耗时：36.39ms | GPU 利用率：1.92%
【训练】迭代 4494 | 训练损失：2.0385 | 耗时：36.93ms | GPU 利用率：1.92%
【训练】迭代 4495 | 训练损失：1.9802 | 耗时：36.15ms | GPU 利用率：1.92%
【训练】迭代 4496 | 训练损失：2.1464 | 耗时：39.40ms | GPU 利用率：1.91%
【训练】迭代 4497 | 训练损失：2.1071 | 耗时：35.77ms | GPU 利用率：1.92%
【训练】迭代 4498 | 训练损失：2.2098 | 耗时：35.58ms | GPU 利用率：1.93%
【训练】迭代 4499 | 训练损失：2.0873 | 耗时：37.98ms | GPU 利用率：1.92%

【验证】迭代 4500 | 验证损失：2.2160 | 当前学习率：1.2292e-04
【保存】模型已保存至 out-tianlong-char\ckpt.pt
【训练】迭代 4500 | 训练损失：2.1573 | 耗时：2455.31ms | GPU 利用率：1.73%
【训练】迭代 4501 | 训练损失：2.0757 | 耗时：36.53ms | GPU 利用率：1.75%
【训练】迭代 4502 | 训练损失：2.0987 | 耗时：37.36ms | GPU 利用率：1.77%
【训练】迭代 4503 | 训练损失：2.0244 | 耗时：36.95ms | GPU 利用率：1.78%
【训练】迭代 4504 | 训练损失：2.1602 | 耗时：36.51ms | GPU 利用率：1.80%
【训练】迭代 4505 | 训练损失：2.1941 | 耗时：36.46ms | GPU 利用率：1.81%
【训练】迭代 4506 | 训练损失：2.0768 | 耗时：37.03ms | GPU 利用率：1.82%
【训练】迭代 4507 | 训练损失：2.1054 | 耗时：38.46ms | GPU 利用率：1.82%
【训练】迭代 4508 | 训练损失：2.0837 | 耗时：36.57ms | GPU 利用率：1.84%
【训练】迭代 4509 | 训练损失：2.1408 | 耗时：35.86ms | GPU 利用率：1.85%
【训练】迭代 4510 | 训练损失：2.1142 | 耗时：37.22ms | GPU 利用率：1.85%
【训练】迭代 4511 | 训练损失：2.1492 | 耗时：35.85ms | GPU 利用率：1.87%
【训练】迭代 4512 | 训练损失：1.9571 | 耗时：37.75ms | GPU 利用率：1.87%
【训练】迭代 4513 | 训练损失：1.9073 | 耗时：37.41ms | GPU 利用率：1.87%
【训练】迭代 4514 | 训练损失：2.1124 | 耗时：36.11ms | GPU 利用率：1.88%
【训练】迭代 4515 | 训练损失：2.1804 | 耗时：36.91ms | GPU 利用率：1.88%
【训练】迭代 4516 | 训练损失：2.1094 | 耗时：37.17ms | GPU 利用率：1.89%
【训练】迭代 4517 | 训练损失：1.9845 | 耗时：36.35ms | GPU 利用率：1.89%
【训练】迭代 4518 | 训练损失：2.0610 | 耗时：37.03ms | GPU 利用率：1.89%
【训练】迭代 4519 | 训练损失：2.3359 | 耗时：37.70ms | GPU 利用率：1.89%
【训练】迭代 4520 | 训练损失：2.2930 | 耗时：35.99ms | GPU 利用率：1.90%
【训练】迭代 4521 | 训练损失：2.1023 | 耗时：36.59ms | GPU 利用率：1.90%
【训练】迭代 4522 | 训练损失：2.0632 | 耗时：37.72ms | GPU 利用率：1.90%
【训练】迭代 4523 | 训练损失：2.0975 | 耗时：35.80ms | GPU 利用率：1.91%
【训练】迭代 4524 | 训练损失：2.0747 | 耗时：38.50ms | GPU 利用率：1.90%
【训练】迭代 4525 | 训练损失：2.0416 | 耗时：37.00ms | GPU 利用率：1.90%
【训练】迭代 4526 | 训练损失：1.9864 | 耗时：36.33ms | GPU 利用率：1.91%
【训练】迭代 4527 | 训练损失：2.2052 | 耗时：37.30ms | GPU 利用率：1.91%
【训练】迭代 4528 | 训练损失：2.1607 | 耗时：36.66ms | GPU 利用率：1.91%
【训练】迭代 4529 | 训练损失：2.1721 | 耗时：36.46ms | GPU 利用率：1.91%
【训练】迭代 4530 | 训练损失：2.1315 | 耗时：38.41ms | GPU 利用率：1.91%
【训练】迭代 4531 | 训练损失：2.1092 | 耗时：36.00ms | GPU 利用率：1.91%
【训练】迭代 4532 | 训练损失：2.1116 | 耗时：36.87ms | GPU 利用率：1.91%
【训练】迭代 4533 | 训练损失：2.1243 | 耗时：37.58ms | GPU 利用率：1.91%
【训练】迭代 4534 | 训练损失：2.0455 | 耗时：36.47ms | GPU 利用率：1.91%
【训练】迭代 4535 | 训练损失：2.1217 | 耗时：36.45ms | GPU 利用率：1.92%
【训练】迭代 4536 | 训练损失：2.0739 | 耗时：38.45ms | GPU 利用率：1.91%
【训练】迭代 4537 | 训练损失：2.0268 | 耗时：35.53ms | GPU 利用率：1.92%
【训练】迭代 4538 | 训练损失：2.1836 | 耗时：36.92ms | GPU 利用率：1.92%
【训练】迭代 4539 | 训练损失：2.0866 | 耗时：35.87ms | GPU 利用率：1.92%
【训练】迭代 4540 | 训练损失：2.1437 | 耗时：36.27ms | GPU 利用率：1.93%
【训练】迭代 4541 | 训练损失：2.1366 | 耗时：37.23ms | GPU 利用率：1.92%
【训练】迭代 4542 | 训练损失：2.1652 | 耗时：38.87ms | GPU 利用率：1.91%
【训练】迭代 4543 | 训练损失：2.0833 | 耗时：36.93ms | GPU 利用率：1.92%
【训练】迭代 4544 | 训练损失：2.2131 | 耗时：35.55ms | GPU 利用率：1.92%
【训练】迭代 4545 | 训练损失：2.2625 | 耗时：37.77ms | GPU 利用率：1.92%
【训练】迭代 4546 | 训练损失：2.1229 | 耗时：36.09ms | GPU 利用率：1.92%
【训练】迭代 4547 | 训练损失：2.2813 | 耗时：36.59ms | GPU 利用率：1.92%
【训练】迭代 4548 | 训练损失：2.1836 | 耗时：38.28ms | GPU 利用率：1.92%
【训练】迭代 4549 | 训练损失：2.2889 | 耗时：37.14ms | GPU 利用率：1.92%
【训练】迭代 4550 | 训练损失：2.0288 | 耗时：36.09ms | GPU 利用率：1.92%
【训练】迭代 4551 | 训练损失：2.0145 | 耗时：36.89ms | GPU 利用率：1.92%
【训练】迭代 4552 | 训练损失：2.1286 | 耗时：36.53ms | GPU 利用率：1.92%
【训练】迭代 4553 | 训练损失：2.1006 | 耗时：36.50ms | GPU 利用率：1.92%
【训练】迭代 4554 | 训练损失：2.0975 | 耗时：38.57ms | GPU 利用率：1.92%
【训练】迭代 4555 | 训练损失：2.0902 | 耗时：38.48ms | GPU 利用率：1.91%
【训练】迭代 4556 | 训练损失：2.0983 | 耗时：35.18ms | GPU 利用率：1.92%
【训练】迭代 4557 | 训练损失：2.1242 | 耗时：38.06ms | GPU 利用率：1.91%
【训练】迭代 4558 | 训练损失：2.0353 | 耗时：37.14ms | GPU 利用率：1.91%
【训练】迭代 4559 | 训练损失：2.1608 | 耗时：38.47ms | GPU 利用率：1.91%
【训练】迭代 4560 | 训练损失：2.0302 | 耗时：37.11ms | GPU 利用率：1.91%
【训练】迭代 4561 | 训练损失：2.2340 | 耗时：36.80ms | GPU 利用率：1.91%
【训练】迭代 4562 | 训练损失：2.0031 | 耗时：36.67ms | GPU 利用率：1.91%
【训练】迭代 4563 | 训练损失：2.1296 | 耗时：36.83ms | GPU 利用率：1.91%
【训练】迭代 4564 | 训练损失：2.0833 | 耗时：35.82ms | GPU 利用率：1.92%
【训练】迭代 4565 | 训练损失：2.0202 | 耗时：38.93ms | GPU 利用率：1.91%
【训练】迭代 4566 | 训练损失：2.1648 | 耗时：36.15ms | GPU 利用率：1.91%
【训练】迭代 4567 | 训练损失：2.1287 | 耗时：36.62ms | GPU 利用率：1.92%
【训练】迭代 4568 | 训练损失：2.1774 | 耗时：37.08ms | GPU 利用率：1.92%
【训练】迭代 4569 | 训练损失：2.0918 | 耗时：36.00ms | GPU 利用率：1.92%
【训练】迭代 4570 | 训练损失：2.1559 | 耗时：36.20ms | GPU 利用率：1.92%
【训练】迭代 4571 | 训练损失：2.2272 | 耗时：38.26ms | GPU 利用率：1.92%
【训练】迭代 4572 | 训练损失：2.1240 | 耗时：40.41ms | GPU 利用率：1.90%
【训练】迭代 4573 | 训练损失：2.2271 | 耗时：35.52ms | GPU 利用率：1.91%
【训练】迭代 4574 | 训练损失：2.0860 | 耗时：36.41ms | GPU 利用率：1.91%
【训练】迭代 4575 | 训练损失：2.1291 | 耗时：36.47ms | GPU 利用率：1.92%
【训练】迭代 4576 | 训练损失：2.0919 | 耗时：36.73ms | GPU 利用率：1.92%
【训练】迭代 4577 | 训练损失：2.1478 | 耗时：38.46ms | GPU 利用率：1.91%
【训练】迭代 4578 | 训练损失：2.0671 | 耗时：35.63ms | GPU 利用率：1.92%
【训练】迭代 4579 | 训练损失：2.2140 | 耗时：36.50ms | GPU 利用率：1.92%
【训练】迭代 4580 | 训练损失：2.0228 | 耗时：36.42ms | GPU 利用率：1.92%
【训练】迭代 4581 | 训练损失：2.0209 | 耗时：36.50ms | GPU 利用率：1.93%
【训练】迭代 4582 | 训练损失：2.0876 | 耗时：37.93ms | GPU 利用率：1.92%
【训练】迭代 4583 | 训练损失：2.0038 | 耗时：35.85ms | GPU 利用率：1.93%
【训练】迭代 4584 | 训练损失：2.0385 | 耗时：38.83ms | GPU 利用率：1.92%
【训练】迭代 4585 | 训练损失：2.0871 | 耗时：37.60ms | GPU 利用率：1.91%
【训练】迭代 4586 | 训练损失：2.0615 | 耗时：36.15ms | GPU 利用率：1.92%
【训练】迭代 4587 | 训练损失：2.2417 | 耗时：37.16ms | GPU 利用率：1.92%
【训练】迭代 4588 | 训练损失：2.1003 | 耗时：35.27ms | GPU 利用率：1.93%
【训练】迭代 4589 | 训练损失：2.1330 | 耗时：36.44ms | GPU 利用率：1.93%
【训练】迭代 4590 | 训练损失：2.1670 | 耗时：39.73ms | GPU 利用率：1.91%
【训练】迭代 4591 | 训练损失：2.1559 | 耗时：35.11ms | GPU 利用率：1.92%
【训练】迭代 4592 | 训练损失：2.0972 | 耗时：35.98ms | GPU 利用率：1.93%
【训练】迭代 4593 | 训练损失：2.1697 | 耗时：38.04ms | GPU 利用率：1.92%
【训练】迭代 4594 | 训练损失：2.0387 | 耗时：36.12ms | GPU 利用率：1.93%
【训练】迭代 4595 | 训练损失：2.1353 | 耗时：36.81ms | GPU 利用率：1.93%
【训练】迭代 4596 | 训练损失：2.1892 | 耗时：37.74ms | GPU 利用率：1.92%
【训练】迭代 4597 | 训练损失：2.2196 | 耗时：36.43ms | GPU 利用率：1.92%
【训练】迭代 4598 | 训练损失：2.1073 | 耗时：36.55ms | GPU 利用率：1.92%
【训练】迭代 4599 | 训练损失：2.2404 | 耗时：37.09ms | GPU 利用率：1.92%
【训练】迭代 4600 | 训练损失：2.2063 | 耗时：36.96ms | GPU 利用率：1.92%
【训练】迭代 4601 | 训练损失：2.2084 | 耗时：35.96ms | GPU 利用率：1.93%
【训练】迭代 4602 | 训练损失：2.2298 | 耗时：38.75ms | GPU 利用率：1.92%
【训练】迭代 4603 | 训练损失：2.0789 | 耗时：36.56ms | GPU 利用率：1.92%
【训练】迭代 4604 | 训练损失：2.1119 | 耗时：36.43ms | GPU 利用率：1.92%
【训练】迭代 4605 | 训练损失：2.2674 | 耗时：36.01ms | GPU 利用率：1.93%
【训练】迭代 4606 | 训练损失：2.2731 | 耗时：37.20ms | GPU 利用率：1.92%
【训练】迭代 4607 | 训练损失：2.0743 | 耗时：36.17ms | GPU 利用率：1.93%
【训练】迭代 4608 | 训练损失：2.0712 | 耗时：39.32ms | GPU 利用率：1.92%
【训练】迭代 4609 | 训练损失：2.1285 | 耗时：37.70ms | GPU 利用率：1.91%
【训练】迭代 4610 | 训练损失：2.1379 | 耗时：34.93ms | GPU 利用率：1.92%
【训练】迭代 4611 | 训练损失：1.9840 | 耗时：36.91ms | GPU 利用率：1.92%
【训练】迭代 4612 | 训练损失：2.1749 | 耗时：36.19ms | GPU 利用率：1.93%
【训练】迭代 4613 | 训练损失：2.0087 | 耗时：35.79ms | GPU 利用率：1.93%
【训练】迭代 4614 | 训练损失：2.2565 | 耗时：37.97ms | GPU 利用率：1.93%
【训练】迭代 4615 | 训练损失：2.0596 | 耗时：37.36ms | GPU 利用率：1.92%
【训练】迭代 4616 | 训练损失：2.0988 | 耗时：36.99ms | GPU 利用率：1.92%
【训练】迭代 4617 | 训练损失：2.2124 | 耗时：35.62ms | GPU 利用率：1.93%
【训练】迭代 4618 | 训练损失：2.0684 | 耗时：37.25ms | GPU 利用率：1.93%
【训练】迭代 4619 | 训练损失：2.0500 | 耗时：37.01ms | GPU 利用率：1.92%
【训练】迭代 4620 | 训练损失：2.1144 | 耗时：37.42ms | GPU 利用率：1.92%
【训练】迭代 4621 | 训练损失：2.3041 | 耗时：37.41ms | GPU 利用率：1.92%
【训练】迭代 4622 | 训练损失：2.1678 | 耗时：35.85ms | GPU 利用率：1.92%
【训练】迭代 4623 | 训练损失：2.2070 | 耗时：37.82ms | GPU 利用率：1.92%
【训练】迭代 4624 | 训练损失：2.2354 | 耗时：37.02ms | GPU 利用率：1.92%
【训练】迭代 4625 | 训练损失：1.9880 | 耗时：37.87ms | GPU 利用率：1.91%
【训练】迭代 4626 | 训练损失：2.0820 | 耗时：36.39ms | GPU 利用率：1.92%
【训练】迭代 4627 | 训练损失：2.1466 | 耗时：36.46ms | GPU 利用率：1.92%
【训练】迭代 4628 | 训练损失：2.1451 | 耗时：35.76ms | GPU 利用率：1.93%
【训练】迭代 4629 | 训练损失：1.9516 | 耗时：37.08ms | GPU 利用率：1.92%
【训练】迭代 4630 | 训练损失：2.0769 | 耗时：36.44ms | GPU 利用率：1.93%
【训练】迭代 4631 | 训练损失：2.0431 | 耗时：38.50ms | GPU 利用率：1.92%
【训练】迭代 4632 | 训练损失：2.1000 | 耗时：36.38ms | GPU 利用率：1.92%
【训练】迭代 4633 | 训练损失：2.1125 | 耗时：36.11ms | GPU 利用率：1.93%
【训练】迭代 4634 | 训练损失：2.1345 | 耗时：37.00ms | GPU 利用率：1.92%
【训练】迭代 4635 | 训练损失：2.1201 | 耗时：36.01ms | GPU 利用率：1.93%
【训练】迭代 4636 | 训练损失：2.0667 | 耗时：39.06ms | GPU 利用率：1.92%
【训练】迭代 4637 | 训练损失：2.1035 | 耗时：35.79ms | GPU 利用率：1.92%
【训练】迭代 4638 | 训练损失：2.1073 | 耗时：36.38ms | GPU 利用率：1.93%
【训练】迭代 4639 | 训练损失：2.0659 | 耗时：36.26ms | GPU 利用率：1.93%
【训练】迭代 4640 | 训练损失：2.1501 | 耗时：37.83ms | GPU 利用率：1.92%
【训练】迭代 4641 | 训练损失：2.0670 | 耗时：36.44ms | GPU 利用率：1.93%
【训练】迭代 4642 | 训练损失：2.2681 | 耗时：36.22ms | GPU 利用率：1.93%
【训练】迭代 4643 | 训练损失：1.9820 | 耗时：37.15ms | GPU 利用率：1.93%
【训练】迭代 4644 | 训练损失：2.0826 | 耗时：38.09ms | GPU 利用率：1.92%
【训练】迭代 4645 | 训练损失：2.0399 | 耗时：36.32ms | GPU 利用率：1.92%
【训练】迭代 4646 | 训练损失：2.0375 | 耗时：37.14ms | GPU 利用率：1.92%
【训练】迭代 4647 | 训练损失：2.0827 | 耗时：37.01ms | GPU 利用率：1.92%
【训练】迭代 4648 | 训练损失：2.0616 | 耗时：35.91ms | GPU 利用率：1.93%
【训练】迭代 4649 | 训练损失：2.0747 | 耗时：36.73ms | GPU 利用率：1.93%
【训练】迭代 4650 | 训练损失：2.0574 | 耗时：36.87ms | GPU 利用率：1.93%
【训练】迭代 4651 | 训练损失：2.1474 | 耗时：37.53ms | GPU 利用率：1.92%
【训练】迭代 4652 | 训练损失：1.9727 | 耗时：36.31ms | GPU 利用率：1.93%
【训练】迭代 4653 | 训练损失：2.0814 | 耗时：36.09ms | GPU 利用率：1.93%
【训练】迭代 4654 | 训练损失：2.0290 | 耗时：36.64ms | GPU 利用率：1.93%
【训练】迭代 4655 | 训练损失：2.1423 | 耗时：37.00ms | GPU 利用率：1.93%
【训练】迭代 4656 | 训练损失：2.0570 | 耗时：37.00ms | GPU 利用率：1.93%
【训练】迭代 4657 | 训练损失：2.0969 | 耗时：37.48ms | GPU 利用率：1.92%
【训练】迭代 4658 | 训练损失：2.1606 | 耗时：36.61ms | GPU 利用率：1.92%
【训练】迭代 4659 | 训练损失：2.1239 | 耗时：37.56ms | GPU 利用率：1.92%
【训练】迭代 4660 | 训练损失：2.1163 | 耗时：37.10ms | GPU 利用率：1.92%
【训练】迭代 4661 | 训练损失：2.1593 | 耗时：36.38ms | GPU 利用率：1.92%
【训练】迭代 4662 | 训练损失：1.9914 | 耗时：38.76ms | GPU 利用率：1.91%
【训练】迭代 4663 | 训练损失：2.1086 | 耗时：36.01ms | GPU 利用率：1.92%
【训练】迭代 4664 | 训练损失：2.0664 | 耗时：36.78ms | GPU 利用率：1.92%
【训练】迭代 4665 | 训练损失：2.1780 | 耗时：36.36ms | GPU 利用率：1.92%
【训练】迭代 4666 | 训练损失：2.1761 | 耗时：35.90ms | GPU 利用率：1.93%
【训练】迭代 4667 | 训练损失：2.1989 | 耗时：36.75ms | GPU 利用率：1.93%
【训练】迭代 4668 | 训练损失：2.1461 | 耗时：40.05ms | GPU 利用率：1.91%
【训练】迭代 4669 | 训练损失：1.9119 | 耗时：35.63ms | GPU 利用率：1.92%
【训练】迭代 4670 | 训练损失：2.0756 | 耗时：36.55ms | GPU 利用率：1.92%
【训练】迭代 4671 | 训练损失：2.0609 | 耗时：36.77ms | GPU 利用率：1.92%
【训练】迭代 4672 | 训练损失：2.1463 | 耗时：38.07ms | GPU 利用率：1.92%
【训练】迭代 4673 | 训练损失：2.0365 | 耗时：35.06ms | GPU 利用率：1.93%
【训练】迭代 4674 | 训练损失：2.0349 | 耗时：37.95ms | GPU 利用率：1.92%
【训练】迭代 4675 | 训练损失：2.0986 | 耗时：36.96ms | GPU 利用率：1.92%
